review_id,review_text,sentiment,product_category,is_hinglish,is_borderline,rating
REV02113,Product looks exactly like the photos. Very satisfied customer.,positive,Books,False,False,5
REV02114,Five stars! Product is exactly as described. Fast shipping.,positive,Electronics,False,False,4
REV02115,Absolutely love this product. My whole family liked it.,positive,Sports,False,False,4
REV02116,Price is fair for what you get. Good investment overall.,positive,Beauty,False,False,5
REV02117,Complete waste of money. Do not buy this product at all.,negative,Beauty,False,False,1
REV02118,"Ek dum acha hai yaar, sach mein surprised tha main.",positive,Beauty,True,False,4
REV02119,Arrived 2 days early and the quality is fantastic.. ,positive,Electronics,False,False,5
REV02120,Order kiya aur 3 din mein aa gaya. Quality bhi top hai.,positive,Clothing,True,False,5
REV02121,Bahut sundar hai aur build bhi solid lagta hai yaar.,positive,Books,True,False,4
REV02122,"Ordered on Monday, arrived Thursday. Works as advertised.",positive,Books,False,False,2
REV02123,Product works but customer service was not great.,positive,Clothing,False,True,2
REV02124,Material quality is outstanding. Very pleased with it.,positive,Sports,False,False,5
REV02125,Product looks exactly like the photos. Very satisfied customer.,positive,Footwear,False,False,5
REV02126,Very durable. Been using it for 3 weeks with zero issues.,positive,Footwear,False,False,5
REV02127,Five stars! Product is exactly as described. Fast shipping.,positive,Beauty,False,False,5
REV02128,Excellent quality. Worth every rupee I spent on this.,positive,Furniture,False,False,4
REV02129,Stopped working on day one. Extremely frustrated with this.,negative,Footwear,False,False,2
REV02130,Material quality is outstanding. Very pleased with it.,positive,Sports,False,False,4
REV02131,"Average product. Not bad, not great. Could be better.",positive,Beauty,False,True,2
REV02132,Impressed with the attention to detail. Highly satisfied.,positive,Sports,False,False,5
REV02133,packaging was nice but the product itself is just fine.,negative,Furniture,False,True,4
REV02134,Bahut acha product hai! Delivery bhi fast thi. Bilkul recommend karunga.,positive,Clothing,True,False,5
REV02135,"Perfect gift, recipient loved it. Packaging was neat.",positive,Electronics,False,False,4
REV02136,It is fine for daily use but breaks easily if dropped.,positive,Electronics,False,True,4
REV02137,Build quality is solid. Looks even better in person.,positive,Footwear,False,False,4
REV02138,Packaging bhi achi thi aur product bhi superb. Happy customer!,positive,Toys,True,False,4
REV02139,Paise ki full value mili. Highly recommend karunga sab ko.,positive,Clothing,True,False,4
REV02140,Best purchase I made this year. Highly recommend to everyone.,positive,Electronics,False,False,5
REV02141,Bahut sundar hai aur build bhi solid lagta hai yaar.,positive,Electronics,True,False,5
REV02142,Excellent quality. Worth every rupee I spent on this.,positive,Footwear,False,False,5
REV02143,Kaafi achi quality hai bhai. Definitely try karo isko.,positive,Books,True,False,2
REV02144,"Average hi hai, na zyada accha na bura. Chalega.",positive,Footwear,True,True,2
REV02145,Product looks exactly like the photos. Very satisfied customer.,positive,Beauty,False,False,4
REV02146,Impressed with the attention to detail. Highly satisfied.,positive,Clothing,False,False,4
REV02147,"Good product, good delivery. Happy customer overall.",positive,Electronics,False,False,4
REV02148,Zabardast item! Jaldi deliver hua aur condition mein perfect tha.,positive,Footwear,True,False,4
REV02149,Build quality is solid. Looks even better in person.,positive,Electronics,False,False,4
REV02150,Really happy with this purchase. Will definitely definitely buy again.,positive,Books,False,False,4
REV02151,Build quality is solid. Looks even better in person.,positive,Sports,False,False,5
REV02152,Delivered on time and product is premium quality.,positive,Clothing,False,False,4
REV02153,Price is fair for what you get. Good investment overall. overall.,positive,Beauty,False,False,5
REV02154,Five stars! Product is exactly as described. Fast shipping.,positive,Beauty,False,False,4
REV02155,Very durable. Been using it for 3 weeks with zero issues.,positive,Books,False,False,5
REV02156,Paise ki full value mili. Highly recommend karunga sab ko.,positive,Sports,True,False,5
REV02157,Packaging was nice but the product itself is just fine. fine.,positive,Books,False,True,2
REV02158,Build quality is solid. Looks even better in person.,positive,Footwear,False,False,4
REV02159,"Reliable product, came well packaged, does the job well.",positive,Books,False,False,5
REV02160,Excellent item. Fast shipping. Great seller to buy from.,positive,Clothing,False,False,4
REV02161,Really happy with this purchase. Will definitely buy again.,positive,Electronics,False,False,5
REV02162,works as described but the quality is a bit disappointing.,negative,Sports,False,True,3
REV02163,"Ek dum acha hai yaar, sach mein surprised tha main.",positive,Beauty,True,False,4
REV02164,Impressed with the attention to detail. Highly satisfied.,positive,Beauty,False,False,5
REV02165,"Good product, good delivery. Happy customer overall.",positive,Beauty,False,False,4
REV02166,Excellent item. Fast shipping. Great seller to buy from.,positive,Toys,False,False,5
REV02167,Totally worth it. A must buy for anyone looking for this.,positive,Footwear,False,False,5
REV02168,"Reliable product, came well packaged, does the job well.",positive,Books,False,False,5
REV02169,"Average Average product. Not bad, not great. Could be better.",positive,Toys,True,True,3
REV02170,Best purchase I made this year. Highly recommend to everyone.,positive,Footwear,False,False,4
REV02171,Excellent item. Fast shipping. Great seller to buy from.,positive,Toys,False,False,4
REV02172,Arrived 2 days early and the quality is fantastic.,positive,Electronics,False,False,4
REV02173,"Ordered on Monday, arrived Thursday. Works as advertised.",positive,Footwear,False,False,5
REV02174,Material quality is outstanding. Very pleased with it.,positive,Books,False,False,5
REV02175,Works as described but the quality is a bit disappointing.,positive,Clothing,True,True,2
REV02176,Really happy with this purchase. Will definitely buy again.,positive,Electronics,False,False,4
REV02177,Looks premium and feels premium too. No regrets at all.,positive,Books,False,False,5
REV02178,Maine pehle socha tha theek hoga but it is amazing yaar.,positive,Clothing,True,False,5
REV02179,Totally worth it. A must buy for anyone looking for this.,positive,Books,False,False,4
REV02180,Product looks exactly like the photos. Very satisfied customer.,positive,Books,False,False,5
REV02181,Excellent item. Fast shipping. Great seller to buy from.,positive,Clothing,False,False,5
REV02182,Very sturdy and well-made. Exceeded expectations honestly.,positive,Footwear,False,False,5
REV02183,Very durable. Been using it for 3 weeks with zero issues.,positive,Beauty,False,False,5
REV02184,Material quality is outstanding. Very pleased with it.,positive,Footwear,False,False,4
REV02185,Really happy with this purchase. Will definitely buy again.,positive,Beauty,False,False,4
REV02186,Material quality is outstanding. Very pleased with it.,positive,Clothing,False,False,2
REV02187,Great value for money. Very impressed with the build.,positive,Clothing,False,False,5
REV02188,Maine pehle socha tha theek hoga but it is amazing yaar.,positive,Clothing,True,False,4
REV02189,Product looks looks exactly like the photos. Very satisfied customer.,positive,Footwear,False,False,4
REV02190,Great customer service and the product is top notch.,positive,Electronics,False,False,4
REV02191,Absolutely love this product. My whole family liked it.,positive,Books,False,False,4
REV02192,Was expecting more for this price honestly. Just average.,negative,Clothing,False,True,2
REV02193,Bahut sundar hai aur build bhi solid lagta hai yaar.,positive,Footwear,True,False,5
REV02194,product looks exactly like the photos. very satisfied customer.,positive,Books,False,False,5
REV02195,Best purchase I made this year. Highly recommend to everyone.,positive,Electronics,False,False,4
REV02196,Loved it! Quality exceeded my expectations completely.,positive,Beauty,False,False,4
REV02197,Loved it! Quality exceeded my expectations completely.,positive,Electronics,False,False,4
REV02198,Great customer service and the product is top notch.,positive,Electronics,False,False,5
REV02199,Price is fair for what you get. Good investment overall.,positive,Footwear,False,False,4
REV02200,Build quality is solid. Looks even better in person.,positive,Beauty,False,False,5
REV02201,Arrived 2 days early and the qlty is fantastic.,positive,Books,False,False,4
REV02202,Arrived 2 days early and the quality is fantastic.,positive,Books,False,False,4
REV02203,Arrived 2 days early and the quality is fantastic.,positive,Footwear,False,False,4
REV02204,"Looks decent in photos, slightly different in person.",negative,Clothing,False,True,3
REV02205,Very sturdy sturdy and well-made. Exceeded expectations honestly.,positive,Electronics,False,False,5
REV02206,"Ordered on Monday, arrived Thursday. Works as advertised.",positive,Toys,False,False,5
REV02207,Just received my order and I must say it is wonderful.,positive,Electronics,False,False,5
REV02208,Delivered on time and product is premium quality.,positive,Clothing,False,False,5
REV02209,"Smooth delivery, zero damage, product works like a charm.",positive,Clothing,False,False,4
REV02210,Great value for money. Very impressed with the build.,positive,Sports,False,False,4
REV02211,Best purchase I made this year. Highly recommend to everyone.,positive,Footwear,False,False,4
REV02212,Superb quality and packaging was also great. No complaints.,positive,Footwear,False,False,5
REV02213,"Smooth delivery, zero damage, product works like a charm.",positive,Books,False,False,5
REV02214,Absolutely love this product. My whole family liked it.,positive,Toys,False,False,5
REV02215,"Perfect gift, recipient loved it. Packaging was neat.",positive,Electronics,False,False,4
REV02216,Build quality is solid. Looks even better in person.,positive,Books,False,False,5
REV02217,Absolutely love this product. My whole family liked it.,positive,Toys,False,False,5
REV02218,Absolutely love this product. My whole family liked it.,positive,Beauty,False,False,5
REV02219,Five stars! Product is exactly as described. Fast shipping.,positive,Electronics,False,False,4
REV02220,"Kya bakwaas item bheja hai, qlty zero hai ekdum.",negative,Clothing,True,False,2
REV02221,Excellent item. Fast shipping. Great seller to buy from.,positive,Books,False,False,4
REV02222,Arrived 2 days early and the quality is fantastic.,positive,Books,False,False,4
REV02223,Just received my order and I must say it is wonderful.,positive,Beauty,False,False,5
REV02224,Very good quality. Dil khush ho gaya dekhke ekdum!!,positive,Clothing,True,False,4
REV02225,Amazing product! Exactly what I needed. Delivery was fast too.,positive,Clothing,False,False,4
REV02226,Really happy with this purchase. purchase. Will definitely buy again.,positive,Electronics,False,False,5
REV02227,Great customer service and the product is top notch.,positive,Books,False,False,5
REV02228,Unboxed this today and immediately impressed by the quality.,positive,Beauty,False,False,4
REV02229,Totally worth it. A must buy for anyone looking for this.,positive,Clothing,False,False,4
REV02230,"Waste of money, does not do what it claims. Very angry.",negative,Furniture,False,False,1
REV02231,Works perfectly. No complaints whatsoever. 5 5 stars.,positive,Beauty,False,False,4
REV02232,Great value for money. Very impressed with the build.,positive,Electronics,False,False,5
REV02233,Disappointed with delivery and the product is broken inside.,negative,Electronics,False,False,2
REV02234,Really happy with this purchase. Will definitely buy again.,positive,Footwear,False,False,5
REV02235,Paise ki full value mili. Highly recommend karunga sab ko.,positive,Footwear,True,False,5
REV02236,Excellent quality. Worth every rupee I spent on this.,positive,Beauty,False,False,4
REV02237,"Ek dum mast item hai yaar. Worth the price, no regrets.",positive,Furniture,True,False,5
REV02238,Material quality is outstanding. Very pleased with it.,positive,Clothing,False,False,4
REV02239,Unboxed this today and immediately impressed by the quality.,positive,Beauty,False,False,4
REV02240,"Smooth delivery, zero damage, product works like a charm.",positive,Footwear,False,False,5
REV02241,"Ek dum mast item hai yaar. Worth the price, no regrets.",positive,Footwear,True,False,5
REV02242,Absolutely love this product. My whole family liked it.,positive,Furniture,False,False,5
REV02243,Excellent quality. Worth every rupee I spent on this.,positive,Books,False,False,4
REV02244,Loved it! Quality exceeded my expectations completely.,positive,Footwear,False,False,1
REV02245,Totally worth it. A must buy for anyone looking for this.,positive,Books,False,False,5
REV02246,"Smooth delivery, zero damage, product works like a charm.",positive,Books,False,False,4
REV02247,Unboxed this today and immediately impressed by the quality.,positive,Electronics,False,False,4
REV02248,"Reliable product, came well packaged, does the job well.",positive,Furniture,False,False,4
REV02249,Excellent quality. Worth every rupee I spent on this.,positive,Electronics,False,False,5
REV02250,Amazing product! Exactly what I needed. Delivery was fast too.,positive,Toys,False,False,4
REV02251,great customer service and the product is top notch.,positive,Books,False,False,4
REV02252,Great value for money. Very impressed with the build.,positive,Clothing,False,False,4
REV02253,Unboxed this today and immediately impressed by the quality.,positive,Beauty,False,False,4
REV02254,"Average product. Not bad, not great. Could be better.",positive,Footwear,False,True,3
REV02255,Excellent quality. Worth every rupee I spent on this.,positive,Footwear,False,False,5
REV02256,Was expecting more for this price honestly. Just average.,positive,Clothing,False,True,2
REV02257,Really happy with this purchase. Will definitely buy again.,positive,Beauty,False,False,1
REV02258,"Reliable product, came well packaged, does the job job well.",positive,Clothing,False,False,4
REV02259,"Reliable product, came well packaged, does the job well.",positive,Electronics,False,False,5
REV02260,Really happy with this purchase. Will definitely buy again.,positive,Beauty,False,False,4
REV02261,Looks premium and feels premium too. No regrets at all.,positive,Electronics,False,False,5
REV02262,Zabardast item! Jaldi deliver hua aur condition mein perfect tha.,positive,Books,True,False,4
REV02263,Order kiya aur 3 din mein aa gaya. Quality bhi top hai.,positive,Furniture,True,False,3
REV02264,Just received my order and I must say it is wonderful.,positive,Electronics,False,False,4
REV02265,Very good quality. Dil khush ho gaya dekhke ekdum.,positive,Sports,True,False,4
REV02266,Build quality is solid. Looks even better in person.,positive,Footwear,False,False,5
REV02267,Great value for money. Very impressed with the build.,positive,Furniture,False,False,5
REV02268,Impressed with the attention to detail. Highly satisfied.,positive,Footwear,False,False,5
REV02269,Loved it! Quality exceeded my expectations completely.,positive,Electronics,False,False,4
REV02270,Amazing product! Exactly what I needed. Delivery was fast too.,positive,Books,False,False,4
REV02271,Very sturdy and well-made. Exceeded expectations honestly.,positive,Electronics,False,False,5
REV02272,"Price ke hisaab se zyada expect tha, par chalta hai.",negative,Beauty,True,True,3
REV02273,Quality ekdum top notch hai. Khush ho gaya main completely.,positive,Electronics,True,False,5
REV02274,Quality ekdum top notch hai. Khush ho gaya main completely.,positive,Footwear,True,False,5
REV02275,Superb quality and packaging was also great. No complaints.,positive,Electronics,False,False,4
REV02276,Excellent quality. Worth every rupee I spent on this.,positive,Clothing,False,False,5
REV02277,Loved it! Quality exceeded my expectations completely.,positive,Clothing,False,False,5
REV02278,Amazing product! Exactly what I needed. Delivery was fast too.,positive,Beauty,False,False,5
REV02279,"Total fraud hai yaar. Photo mein kuch aur tha, mila kuch aur.",negative,Books,True,False,1
REV02280,Excellent quality. Worth every rupee I spent on this!!,positive,Footwear,False,False,4
REV02281,"Good product, good delivery. Happy customer overall.",positive,Footwear,False,False,4
REV02282,"Good product, good delivery. Happy customer overall.",positive,Furniture,False,False,5
REV02283,Kaafi achi quality hai bhai. Definitely try karo isko.,positive,Footwear,True,False,5
REV02284,Absolutely love this product. My whole family liked it.,positive,Footwear,False,False,5
REV02285,Bahut acha prod hai! Delivery bhi fast thi. Bilkul recommend karunga.,positive,Books,True,False,5
REV02286,Price is fair for what you get. Good investment overall.,positive,Footwear,False,False,4
REV02287,Delivered on time and product is premium quality.,positive,Clothing,False,False,5
REV02288,Five stars! Product is exactly as described. Fast shipping.,positive,Clothing,False,False,5
REV02289,Arrived 2 days early and the quality is fantastic.,positive,Electronics,False,False,4
REV02290,"Perfect gift, recipient loved it. Packaging was neat.",positive,Clothing,False,False,5
REV02291,"Decent enough, but I have seen better at this price.",positive,Clothing,False,True,4
REV02292,"Good product, good delivery. Happy customer overall.",positive,Clothing,False,False,4
REV02293,"Average hi hai, na zyada accha na bura. Chalega.",positive,Books,True,True,2
REV02294,"Smooth del, zero damage, prod works like a charm.",positive,Toys,False,False,4
REV02295,Very sturdy and well-made. Exceeded expectations honestly.,positive,Clothing,False,False,5
REV02296,Totally worth it. A must buy for anyone looking for this.,positive,Books,False,False,5
REV02297,"Reliable product, came well packaged, does the job well.",positive,Beauty,False,False,4
REV02298,Very durable. Been using it for 3 weeks with zero issues.,positive,Books,False,False,5
REV02299,totally worth it. a must buy for anyone looking for this.,positive,Beauty,False,False,4
REV02300,"Ek dum mast item hai yaar. Worth the price, no regrets.",positive,Sports,True,False,5
REV02301,Unboxed this today and immediately impressed by the quality.,positive,Clothing,False,False,5
REV02302,Arrived on time. Product is acceptable but not impressive.,negative,Footwear,False,True,4
REV02303,Delivered on time and product is premium quality.,positive,Footwear,False,False,4
REV02304,Amazing product! Exactly what I needed. Delivery was fast too.,positive,Footwear,False,False,4
REV02305,Absolutely Absolutely love this product. My whole family liked it.,positive,Clothing,False,False,4
REV02306,Totally worth it. A must buy for anyone looking for this.,positive,Clothing,False,False,5
REV02307,Product works but customer service was not great.,negative,Footwear,False,True,3
REV02308,"worst purchase ever. totally useless, stopped working instantly.",negative,Books,False,False,2
REV02309,"Ek dum mast item hai yaar. Worth the price, no regrets.",positive,Electronics,True,False,5
REV02310,Loved it! Quality exceeded my expectations completely.,positive,Electronics,False,False,5
REV02311,Works perfectly. No complaints whatsoever. 5 stars.,positive,Clothing,False,False,5
REV02312,"Perfect gift, recipient loved it. Packaging was neat.",positive,Footwear,False,False,5
REV02313,"Ordered on Monday, arrived Thursday. Works as advertised.",positive,Footwear,False,False,4
REV02314,"Good product, good delivery. Happy customer overall.",positive,Sports,False,False,5
REV02315,"Perfect gift, recipient loved it. Packaging was neat.",positive,Electronics,False,False,4
REV02316,Meets basic needs but nothing extraordinary about it.,positive,Clothing,False,True,4
REV02317,Best purchase I made this year. Highly recommend to everyone.,positive,Footwear,False,False,5
REV02318,Maine pehle socha tha theek hoga but it is amazing yaar.,positive,Electronics,True,False,4
REV02319,"Ordered on Monday, arrived Thursday. Works as advertised.",positive,Footwear,False,False,4
REV02320,Mast product! Mere ghar mein sab ne pasand kiya isko.,positive,Electronics,True,False,4
REV02321,Superb quality and packaging was also great. No complaints.,positive,Clothing,False,False,4
REV02322,Loved it! Quality exceeded my expectations completely.,positive,Books,False,False,5
REV02323,Price is fair for what you get..  Good investment overall.. ,positive,Footwear,False,False,4
REV02324,"Smooth delivery, zero damage, product works like a charm.",positive,Books,False,False,4
REV02325,Just received my order and I must say it is wonderful.,positive,Books,False,False,5
REV02326,"It is okay I guess, nothing special but does the job.",negative,Footwear,False,True,3
REV02327,Five stars! Product is exactly as described. Fast shipping.,positive,Sports,False,False,4
REV02328,Best purchase I made this year. Highly recommend to everyone.,positive,Clothing,False,False,4
REV02329,Mast product! Mere ghar mein sab ne pasand kiya isko.,positive,Books,True,False,4
REV02330,"Good product, good delivery. Happy customer overall.",positive,Books,False,False,5
REV02331,Was expecting more for this price honestly. Just average.,positive,Furniture,False,True,3
REV02332,Impressed with the attention to detail. Highly satisfied.,positive,Furniture,False,False,4
REV02333,Does not charge properly. Tech support is completely unhelpful.,negative,Beauty,False,False,1
REV02334,Works perfectly. No complaints whatsoever. 5 stars.,positive,Electronics,False,False,5
REV02335,Totally worth it. A must buy for anyone looking for this.,positive,Books,False,False,5
REV02336,Totally worth it. A must buy for anyone looking for this.,positive,Beauty,False,False,4
REV02337,Great value for money. Very impressed with the build.,positive,Footwear,False,False,5
REV02338,Very durable. Been using it for 3 weeks with zero issues.,positive,Footwear,False,False,4
REV02339,Five stars! Product is exactly as described. Fast shipping.,positive,Clothing,False,False,4
REV02340,Product looks exactly like the photos. Very satisfied customer.,positive,Electronics,False,False,1
REV02341,Arrived 2 days early and the quality quality is fantastic.,positive,Clothing,False,False,4
REV02342,"good product, good delivery. happy customer overall.",positive,Footwear,False,False,5
REV02343,Price is fair for what you get. Good investment overall!!,positive,Books,False,False,5
REV02344,Arrived on time. Product is acceptable but not impressive.,negative,Electronics,False,True,4
REV02345,"Ek dum acha hai yaar, sach mein surprised tha main.",positive,Toys,True,False,5
REV02346,Product works but customer service was not great.,positive,Books,False,True,3
REV02347,Works perfectly. No complaints whatsoever. 5 stars.,positive,Electronics,False,False,4
REV02348,Totally worth it. A must buy for anyone looking for this.,positive,Toys,False,False,5
REV02349,Excellent quality. Worth every rupee I spent on this.,positive,Clothing,False,False,4
REV02350,Excellent quality. quality. Worth every rupee I spent on this.,positive,Beauty,False,False,5
REV02351,Loved it! Quality exceeded my expectations completely.,positive,Books,False,False,1
REV02352,Material quality is outstanding. Very pleased with it.,positive,Books,False,False,4
REV02353,Product looks exactly like the photos. Very satisfied customer.,positive,Clothing,False,False,5
REV02354,mast product! mere ghar mein sab ne pasand kiya isko.,positive,Footwear,True,False,5
REV02355,"Reliable product, came well packaged, does the job well.",positive,Electronics,False,False,5
REV02356,Product looks exactly like the photos. Very satisfied customer.,positive,Footwear,False,False,5
REV02357,Very durable. Been using it for 3 weeks with zero issues.,positive,Footwear,False,False,4
REV02358,arrived 2 days early and the quality is fantastic.,positive,Sports,False,False,5
REV02359,Paise ki full value mili. Highly recommend karunga sab ko.,positive,Clothing,True,False,4
REV02360,Looks premium and feels premium too. No regrets at all.,positive,Beauty,False,False,4
REV02361,Best purchase I made this year. Highly recommend to everyone.,positive,Electronics,False,False,4
REV02362,Arrived 2 days early and the quality is fantastic.,positive,Books,False,False,4
REV02363,"Price ke hisaab se zyada expect tha, par chalta hai.",negative,Electronics,True,True,2
REV02364,Works perfectly. No complaints whatsoever. 5 stars.,positive,Beauty,False,False,4
REV02365,"Sach mein bahut badhiya hai bhai, paisa vasool hai.",positive,Beauty,True,False,5
REV02366,Price is fair for what you get. Good investment overall.,positive,Footwear,False,False,4
REV02367,"Sach mein bahut badhiya hai bhai, paisa vasool hai.",positive,Beauty,True,False,5
REV02368,Bilkul bekaar product hai. Paisa barbaad hua mera completely.,negative,Beauty,True,False,2
REV02369,Received wrong product and the return process was a nightmare.,negative,Clothing,False,False,1
REV02370,Loved it! Quality exceeded my expectations completely.,positive,Electronics,False,False,5
REV02371,Unboxed this today and immediately impressed by the quality.,positive,Clothing,False,False,4
REV02372,Very durable. Been using it for 3 weeks with zero issues.,positive,Electronics,False,False,5
REV02373,Product looks exactly like the photos. Very satisfied customer.,positive,Clothing,False,False,5
REV02374,Excellent item. Fast shipping. Great seller to buy from.,positive,Clothing,False,False,5
REV02375,Really happy with this purchase. Will definitely buy again.,positive,Footwear,False,False,2
REV02376,Totally worth it. A must buy for anyone looking for this.,positive,Sports,False,False,4
REV02377,Five stars! Product is exactly as described. Fast shipping.,positive,Books,False,False,5
REV02378,Looks premium and feels premium too. No regrets at all.,positive,Books,False,False,4
REV02379,Very sturdy and well-made. Exceeded expectations honestly.,positive,Footwear,False,False,5
REV02380,"Total fraud hai yaar. Photo mein kuch aur tha, mila kuch aur.",negative,Clothing,True,False,1
REV02381,It is fine for daily use but breaks easily if dropped.,negative,Furniture,False,True,3
REV02382,Was expecting more for this price honestly. Just average.,negative,Electronics,False,True,2
REV02383,"Perfect gift, recipient loved it. Packaging was neat.",positive,Electronics,False,False,5
REV02384,Totally worth it. A must buy for anyone looking for this.,positive,Books,False,False,4
REV02385,Material quality is outstanding. Very pleased with it.,positive,Footwear,False,False,4
REV02386,Totally worth it. A must buy for anyone looking for this.,positive,Beauty,False,False,4
REV02387,"Perfect gift, recipient loved it. Packaging was neat.",positive,Beauty,False,False,4
REV02388,Works perfectly. No complaints whatsoever. 5 stars.,positive,Electronics,False,False,5
REV02389,Works perfectly. No complaints whatsoever. 5 stars.,positive,Beauty,False,False,5
REV02390,Loved it! Quality exceeded my expectations completely.,positive,Electronics,False,False,5
REV02391,Impressed with the attention to detail. Highly satisfied.,positive,Beauty,False,False,4
REV02392,Really happy with this purchase. Will definitely buy again. again.,positive,Furniture,False,False,4
REV02393,"Average product. Not bad, not great. Could be better.",negative,Footwear,False,True,2
REV02394,"Perfect gift, recipient loved it. Packaging was neat.",positive,Books,False,False,5
REV02395,Excellent item. Fast shipping. Great seller to buy from.,positive,Clothing,False,False,4
REV02396,Very sturdy and well-made. Exceeded expectations honestly.,positive,Electronics,False,False,5
REV02397,"Perfect gift, recipient loved it. Packaging was neat.",positive,Books,False,False,4
REV02398,Just received my order and I must say it is wonderful.,positive,Furniture,False,False,5
REV02399,Price is fair for what you get. Good investment overall!!,positive,Footwear,False,False,4
REV02400,"Reliable product, came well packaged, does the job well.",positive,Electronics,False,False,5
REV02401,Impressed with the attention to detail. Highly satisfied.,positive,Furniture,False,False,5
REV02402,Excellent item. Fast shipping. Great seller to buy from.,positive,Beauty,False,False,5
REV02403,Material quality is outstanding. Very pleased with it.,positive,Footwear,False,False,5
REV02404,Really happy with this purchase. Will definitely buy again.,positive,Electronics,False,False,5
REV02405,Paise ki full value mili. Highly recommend karunga sab ko.,positive,Beauty,True,False,5
REV02406,Zabardast item! Jaldi deliver hua aur condition mein perfect tha.,positive,Electronics,True,False,5
REV02407,Packaging bhi achi thi aur product bhi superb. Happy customer!,positive,Beauty,True,False,4
REV02408,Excellent item. Fast shipping. Great seller to buy from.,positive,Electronics,False,False,5
REV02409,Material qlty is outstanding. Very pleased with it.,positive,Clothing,False,False,2
REV02410,Quality ekdum top notch hai. Khush ho gaya main completely.,positive,Electronics,True,False,5
REV02411,Totally worth it. A must buy for anyone looking for this.,positive,Toys,False,False,4
REV02412,"Price ke hisaab se zyada expect tha, par chalta hai.",positive,Beauty,True,True,2
REV02413,Very durable. Been using it for 3 weeks with zero issues.,positive,Books,False,False,4
REV02414,Loved it! Quality exceeded my expectations completely.,positive,Footwear,False,False,5
REV02415,Paise ki full value mili. Highly recommend karunga sab ko.,positive,Books,True,False,4
REV02416,Packaging was nice but the product itself is just fine.,positive,Footwear,False,True,3
REV02417,Kaafi achi quality hai bhai. Definitely try karo isko.,positive,Beauty,True,False,5
REV02418,Really happy with this purchase. Will definitely buy again.,positive,Books,False,False,4
REV02419,Loved it! Quality exceeded my expectations completely.,positive,Electronics,False,False,4
REV02420,"Smooth delivery, zero damage, product works like a charm.",positive,Books,False,False,4
REV02421,Impressed with the attention to detail. Highly satisfied.,positive,Beauty,False,False,4
REV02422,Best purchase I made this year. Highly recommend to everyone.,positive,Electronics,False,False,5
REV02423,Material quality is outstanding. Very pleased with it.,positive,Electronics,False,False,4
REV02424,Excellent quality. Worth every rupee I spent on this.,positive,Footwear,False,False,5
REV02425,Great customer service and the product is top notch.,positive,Books,False,False,4
REV02426,Just received my order and I must say it is wonderful.,positive,Footwear,False,False,5
REV02427,Impressed with the attention to detail. Highly satisfied.,positive,Clothing,False,False,5
REV02428,Very disappointed. Product stopped working after just 2 days.,negative,Beauty,False,False,1
REV02429,Amazing product! Exactly what I needed. Delivery was fast too.,positive,Books,False,False,4
REV02430,Five stars! Product is exactly as described. Fast shipping.,positive,Footwear,False,False,4
REV02431,Unboxed this today and immediately impressed by the quality.,positive,Sports,False,False,5
REV02432,really happy with this purchase. will definitely buy again.,positive,Beauty,False,False,4
REV02433,Superb quality and packaging was also great. No complaints.,positive,Books,False,False,4
REV02434,Very sturdy and well-made. Exceeded expectations honestly.,positive,Beauty,False,False,4
REV02435,Superb quality and packaging was also great. No complaints!!,positive,Clothing,False,False,5
REV02436,"Reliable product, came well packaged, does the job well.",positive,Beauty,False,False,4
REV02437,Disappointed with delivery and the product is broken inside.,negative,Electronics,False,False,1
REV02438,Really happy with this purchase. Will definitely buy again.,positive,Clothing,False,False,4
REV02439,Bahut sundar hai aur build bhi solid lagta hai yaar.,positive,Footwear,True,False,4
REV02440,Just received my order and I must say it is wonderful.,positive,Books,False,False,5
REV02441,Unboxed this today and immediately impressed by the quality.,positive,Clothing,False,False,5
REV02442,Superb quality and packaging was also great. No complaints.,positive,Books,False,False,4
REV02443,Looks premium and feels premium too. No regrets at all.,positive,Beauty,False,False,4
REV02444,Best purchase I made this year. Highly recommend to everyone.,positive,Footwear,False,False,5
REV02445,Bahut sundar hai aur build bhi solid lagta hai yaar.,positive,Clothing,True,False,5
REV02446,Maine pehle socha tha theek hoga but it is amazing yaar.,positive,Books,True,False,5
REV02447,Fake product. Smells awful and looks nothing like the listing.,negative,Footwear,False,False,1
REV02448,Was expecting more for this price honestly. Just average.,positive,Books,False,True,2
REV02449,Arrived 2 days early and the quality is fantastic.,positive,Electronics,False,False,4
REV02450,Excellent quality. Worth every rupee I spent on this.,positive,Clothing,False,False,4
REV02451,Best purchase I made this year. Highly recommend to everyone.,positive,Clothing,False,False,5
REV02452,Meets basic needs but nothing extraordinary about it.,positive,Footwear,False,True,3
REV02453,Ekdum best product hai. Koi complaint nahi hai mujhe!!,positive,Electronics,True,False,4
REV02454,Size is way off from what is listed. Misleading description.,negative,Electronics,False,False,2
REV02455,Build quality is solid..  Looks even better in person.. ,positive,Electronics,False,False,4
REV02456,Price is fair for what you get. Good investment overall.,positive,Books,False,False,5
REV02457,Really happy with this purchase. Will definitely buy again.,positive,Footwear,False,False,4
REV02458,Unboxed this today and immediately impressed by the quality.,positive,Footwear,False,False,4
REV02459,Excellent item. Fast shipping. Great seller to buy from.,positive,Books,False,False,5
REV02460,Awful experience from start to finish. Never buying again.,negative,Electronics,False,False,2
